NO,TANGGAL REGISTRASI,KODE KLINIK,STATUS,NAMA KLINIK,ALAMAT,KELURAHAN,KECAMATAN,PUSKESMAS,NOMOR IZIN OPERASIONAL KLINIK,TANGGAL IJIN TERBIT,TANGGAL IJIN BERAKHIR,NAMA PENANGGUNGJAWAB,JENIS KLINIK (KECANTIKAN/NON KECANTIKAN),JENIS PELAYANAN,JENIS KLINIK,KAB/KOTA,PROVINSI,"KHUSUS KLINIK YANG DIMILIKI KEMENTERIAN/LEMBAGA, 
ISIKAN DI KOLOM INI DENGAN NAMA KEMENTERIAN/LEMBAGANYA",KERJASAMA BPJS,SURVEI AKREDITASI ,KODE FASYANKES,LPA,STATUS AKREDITASI SAAT INI,NO. SERTIFIKAT AKREDITASI,MASA BERLAKU AKREDITASI,RENCANA SURVEI AKREDITASI (TAHUN),RENCANA SURVEI AKREDITASI (BULAN),SUMBER PENDANAAN,LOGIN KE APLIKASI DFO,LOGIN KE APLIKASI MUTUFASYANKES,LOGIN KE APLIKASI ASPAK,LOGIN KE APLIKASI SISDMK,KETERANGAN,,,,,,,,,,,,,
222,21-10-2022,1239905,Aktif,ELIA SKINCARE KLINIK,"JL. BROTOJOYO NO.2C, RW.15, PLOMBOKAN, KEC. SEMARANG UTARA, KOTA SEMARANG, JAWA TENGAH 50171",Plombokan,Semarang Utara,Bulu Lor,445.5/9/DPM-PTSP/IKSS.9/XII/2020,"Wednesday, August 12, 2020","Tuesday, August 12, 2025","dr. Sri Ellyani,SpKK",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,26-11-2021,1239767,Aktif,I`M DENTAL SPECIALIST CLINIC,"JL. KAWI RAYA 41, SEMARANG",Pendrikan Kidul,Semarang Tengah,Poncol,2.9201E+15,"Monday, July 3, 2023","Monday, July 3, 2028","Drg. Christiana Lisiani Dewi,SpKG",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300226,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/1709/2024, 23 Desember 2023 s.d 23 Desember 2028 ,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
224,14-09-2023,1239766,Aktif,IM DENTAL CLINIC SPECIALIST,"JL. INDRAPRASTA 116, SEMARANG",Wonotingal,Candisari,Kagok,445.5/10/DPM-PTSP/IKSS.10/VI/2021,18/06/2021,18/06/2026,"Drg. Indriati Martosaputro, SpOrt",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300225,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/35773/2024,26 Februari 2024 s.d 26 Februari 2029,,,,,,,,,,,,,,,,,,,,,
225,28-11-2022,1239904,Aktif,KLE DENTAL CLINIC,"JALAN SINGOSARI RAYA NO.19 RT 01/ RW 06 KELURAHAN PLEBURAN , KECAMATAN SEMARANG SELATAN KOTA SEMARANG , JAWA TENGAH",Pleburan,Semarang Selatan,Pandanaran,2.7201E+15,25/03/2022,25/03/2027,"drg.Andreas Edwin,SpKG",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,08-05-2023,1239947,Aktif,KLINIK BAYI JENIUS,JL KELUD RAYA NO 40,Petompon,Gajahmungkur,Pegandan,9.12002E+16,15/03/2022,15/03/2027,"dr.Aristo Farabi,SpOG",Obsgyn,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,03-10-2023,1239855,Aktif,KLINIK PRATAMA MITRA 24,"JL. BANJARSARI RAYA NO.40A RT 003 RW 002, KELURAHAN TEMBALANG, KECAMATAN TEMBALANG, KOTA SEMARANG, PROVINSI JAWA TENGAH KODE POS 50275",Tembalang,Tembalang,Rowosari,9.12001E+16,20/09/2023,20/09/2028,dr.Nuria Fitria,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,20-09-2023,33740300241,Aktif,KLINIK PRATAMA MERAH PUTIH,JL. SRI REJEKI 1 NO.19 RT004/RW002 KALIBANTENG KIDUL SEMARANG BARAT,Kalibanteng Kidul,Semarang Barat,Lebdosari,445.5/62/DPM-PTSP/IPMDS.62/XII/2019,26/12/2019,26/12/2024,"DR.dr. Hj. Chodidjah M.Kes,PA",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300241,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/39131/2024,31 Maret 2024 s.d 31 Maret 2029 ,,,,,,,,,,,,,,,,,,,,,
229,05-12-2022,33740300240,Aktif,KLINIK PRATAMA PELITA HUSADA,PURI ANJASMORO BLOK.F1 / 15 B,Tawangsari,Semarang Barat,Krobokan,6.1022E+15,26/12/2022,26/12/2027,"dr. Ivan Husada, M.Biomed",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,26-07-2023,1239736,Aktif,KLINIK PRATAMA ROWOSARI ASRI,"JL. AL BAROKAH PERUMAHAN PONDOK ROWOSARI ASRI RUKO BLOK B 3 & 4 KEL. ROWOSARI, KEC. TEMBALANG, KOTA SEMARANG, JAWA TENGAH",Rowosari,Tembalang,Rowosari,2.20006E+15,24/03/2023,24/03/2028,"dr.Retno Triwulandari,M.Gz",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300222,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/16312/2023, 22 November 2023 s.d 22 November 2028 ,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
231,21-10-2023,33740300239,Aktif,KLINIK UTAMA AGAPE ESTHETIC DENTAL CLINIC,JL. INDRAPRASTA NO  99F,Pindrikan Lor,Semarang Tengah,Poncol,2.30921E+16,23/09/2021,23/09/2026,"drg.Silvia Leony,SpKG",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300239,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/39154/2024, 03 Maret 2024 s.d 03 Maret 2029 ,,,,,,,,,,,,,,,,,,,,,
232,11-10-2023,1239943,Aktif,KLINIK UTAMA CLADERMA AESTHETIC CENTER,JL. DIPONEGORO NO.10 RT 05 RW 01 KEL. TEGALSARI KEC. CANDISARI KOTA SEMARANG PROVINSI JAWA TENGAH,Tegalsari,Candisari,Kagok,445.5/2/DPM-PTSP/IKSS.2/III/2020,"Monday, March 9, 2020","Sunday, March 9, 2025","dr. Clarissa Valencia Sudjadi,SpKK",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,27-09-2023,1239903,Aktif,KLINIK UTAMA JUNARTO,JL. MT. HARYONO NO 718 SEMARANG,Karangturi,Semarang Timur,Halmahera,445.5/9/DPM-PTSP/IKSS.9/VII/2019,22/07/2019,22/07/2024,"Drg. Budi Suhartono, Sp.Ort",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,05-10-2023,1239868,Aktif,KLINIK UTAMA PMI KOTA SEMARANG,JALAN MGR. SUGIYOPRANOTO  NO 35,Pendrikan Kidul,Semarang Tengah,Poncol,2.60122E+16,25/07/2023,25/07/2028,"DR.dr.Awal Prasetyo,M.Kes.,SpTHT-KL,MM(RS",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,06-11-2023,33740300242,Aktif,KLINIK UTAMA PRODIA SEMARANG,JALAN M.T. HARYONO NO. 902 SEMARANG,Peterongan,Semarang Selatan,Lamper Tengah,2.20007E+15,20/09/2023,20/09/2028,"dr. Zairullah Mighfaza, SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,02-12-2022,1239854,Aktif,KLINIK UTAMA PURI CEMPAKA,JALAN LAMPER SARI NO 41,Peterongan,Semarang Selatan,Lamper Tengah,1.50122E+16,28/12/2022,28/12/2027,"drg.Ayuda Nur Sukmawati,MDSc,Sp.Perio",Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,14-06-2023,1239705,Aktif,KLINIK UTAMA PURI WARAS,"JALAN PURI ANJASMORO/ JALAN ARTERI YOS SUDARSO TAWANG MAS, SEMARANG BARAT, KOTA SEMARANG JAWA TENGAH, 50144",Tawang Mas,Semarang Barat,Krobokan,1.20723E+16,"Wednesday, August 9, 2023","Wednesday, August 9, 2028","dr. Yeffry Rahardjo, Sp.PD",nan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,13-09-2023,1239750,Aktif,KLINIK UTAMA TELKOMEDIKA,"JL.SRIWIJAYA NO.3, KEL.TEGALSARI, KEC.CANDISARI, KOTA SEMARANG, JAWA TENGAH 50614",Tegalsari,Candisari,Kagok,9.12E+16,"Thursday, May 4, 2023","Thursday, May 4, 2028","dr.Ika Kartiyani,SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300224,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/36255/2024,19 Maret 2024 s.d 19 Maret 2029,,,,,,,,,,,,,,,,,,,,,
239,18-03-2023,1239811,Aktif,KLINIK YUDA MEDIKA,JL.RATAN CILIK RT.01 RW.01 KELURAHAN BANJARDOWO,Banjardowo,Genuk,Genuk,3.0822E+15,20/02/2023,20/02/2028,dr.Mariana Waristiani Nurjaman,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11-09-2023,1239746,Aktif,LARISSA AESTHETIC CENTER,"JL. S.PARMAN NO.6 , KEL. BENDUNGAN, KEC.GAJAH MUNGKUR, KOTA SEMARANG",Bendungan,Gajahmungkur,Pegandan,9.12022E+16,"Friday, March 3, 2023","Friday, March 3, 2028",dr. Dian Perwitasari,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,19-09-2023,1239788,Aktif,LEXA SKIN CLINIC CITRA GRAND,"RUKO CITRA GRAND BLOK E5 - E6 , JL KOMPOL R SOEKANTO , SAMBIROTO, TEMBALANG, SEMARANG",,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300227,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,"YM.02.01/D/3263/2024
", 27 Desember 2023 s.d 27 Desember 2028 ,2023,DESEMBER,,,,,,,,,,,,,,,,,,,
242,04-08-2022,1239810,Aktif,SKIN`S ESSENTIAL CLINIC,JALAN MH.THAMRIN NO.53-55 SEMARANG,Miroto,Semarang Tengah,Miroto,445.5/15/DPM-PTSP/IKSS.15/XI/2019,29/11/2019,29/11/2024,dr Wieke Trifosa Nahason .Sp KK,Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,01-10-2021,33740300246,Aktif,KLINIK DERMA EXPRESS SEMARANG,"JL. KARTINI NO. 54, RT/RW. 04/02, KEL. REJOSARI, KEC. SEMARANG TIMUR, KOTA SEMARANG, PROVINSI JAWA TENGAH",Rejosari,Semarang Timur,Halmahera,445.5/26/DPM-PTSP/IPMDS.26/VI/2021,18/06/2021,18/06/2026,dr.Vilia,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,23-11-2023,33740300244,Aktif,KLINIK UTAMA BELVA,JL MULAWARMAN RAYA NOMOR 11 D PEDALANGAN,Pedalangan,Banyumanik,Padangsari,445.5/2/DPM-PTSP/IKSS.2/II/2021,"Friday, April 2, 2021","Thursday, April 2, 2026","Drg. Puspito Ratih Hardhani,Sp.Perio",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,17-06-2023,33740300243,Aktif,KLINIK PRATAMA SAMSOE HIDAJAT,"JL.RANDUGARUT, KM.14, WONOSARI, NGALIYAN, SEMARANG",Wonosari,Ngaliyan,Tambakaji,8.12002E+16,29/03/2022,29/03/2027,dr. Anastasia Maria Aristia Isman,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300243,Lembaga Akreditasi Fasilitas Kesehatan Primer (LAFKESPRI),PARIPURNA,YM.02.01/D/35970/2024,06 Maret 2024 s.d 06 Maret 2029,,,,,,,,,,,,,,,,,,,,,
246,27-09-2023,33740300245,Aktif,FDC DENTAL CLINIC,"JL. SETIABUDI NO. 119 UNIT NO. 2, RT/RW: 03/04, KEL. SRONDOL KULON, KEC. BANYUMANIK, KOTA SEMARANG JAWA TENGAH",Srondol Kulon,Banyumanik,Srondol,9.12021E+16,20/09/2023,20/09/2028,drg.Sabiilul Istiqomah,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,21-01-2021,33740300247,Aktif,IMMODERMA AESTHETIC AND WALLNESS CLINIC,JL JANGLI KRAJAN NO 202 B CANDISARI SEMARANG,Jatingaleh,Candisari,Candilama,445.5/34/DPM-PTSP/IPMDS.34/VIII/2019,"Thursday, August 22, 2019","Thursday, August 22, 2024",dr. Nurul Eka Oktafianti,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,14-12-2023,33740300248,Aktif,KLINIK GABRIEL,JL. TENTARA PELAJAR NO. 80 SEMARANG,Lamper Kidul,Semarang Selatan,Lamper Tengah,445.5/52/DPM-PTSP/IPMDS.52/XI/2020,"Wednesday, March 11, 2020","Tuesday, March 11, 2025",dr. Marcellia Wiliany Harsono,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,28-12-2023,33740300251,Aktif,KLINIK KLINIK PRATAMA RAWAT JALAN ELLA SKIN CARE,"JL. KELUD RAYA NO.54, PETOMPON, KEC. GAJAHMUNGKUR, KOTA SEMARANG",Brumbungan,Semarang Tengah,Miroto,445.5/22/DPM-PTSP/IPMDS.22/V/2020,"Wednesday, May 20, 2020","Tuesday, May 20, 2025",dr. Fitria Kurniasih,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,20-12-2023,33740300250,Aktif,KLINIK UTAMA IBL,"JL. TENTARA PELAJAR NO. 16 KELURAHAN LAMPER KIDUL, KEC. SEMARANG SELATAN, KOTA SEMARANG",Lamper Kidul,Semarang Selatan,Lamper Tengah,2.8601E+15,14/11/2023,14/11/2028,"dr. Desta Nur Ewika Ardini, Sp.PD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,15-03-2023,33740300253,Aktif,NAAVAGREEN BANYUMANIK,JL. TIRTO AGUNG 17 BC KELURAHAN PEDALANGAN KECAMATAN BANYUMANIK SEMARANG,Pedalangan,Banyumanik,Padangsari,445.5/27/DPM-PTSP/IPMDS.27/VII/2019,"Saturday, December 7, 2019","Saturday, December 7, 2024",dr. Rizka Suci Wulansari,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,13-03-2023,33740300252,Aktif,NAAVAGREEN SKIN CARE,JL KALIGARANG NO 07 BARUSARI SEMARANG SELATAN,Barusari,Semarang Selatan,Pandanaran,445.5/60/DPM-PTSP/IPMDS.60/XII/2020,21/12/2020,21/12/2025,dr.Amalia Puspitarini Hidajat,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,19-04-2022,33740300249,Aktif,NATASHA SKIN CLINIC CENTER,JL. REJOSARI VII NO.5,Rejosari,Semarang Timur,Halmahera,6.0922E+15,"Wednesday, November 2, 2022","Tuesday, November 2, 2027",dr. Rinta Aktaningtyas,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,29-12-2023,33740300255,Aktif,NATASHA SKIN CLINIC CENTER,JL. DIENG NO.11A KECAMATAN GAJAHMUNGKUR KELURAHAN GAJAHMUNGKUR KOTA SEMARANG,,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,19-04-2022,33740300254,Aktif,NATASHA SKIN CLINIC CENTER PARAGON MALL,PARAGON MALL LANTAI 3 UNIT 19 B JL. PEMUDA NO. 118 SEKAYU,Sekayu,Semarang Tengah,Poncol,445.5/26/DPM-PTSP/IPMDS.26/VI/2019,"Friday, June 28, 2019","Friday, June 28, 2024",dr.Sidi Barokah,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,29-12-2023,33740300256,Aktif,KLINIK GIGI 2000 TIGA,"JL. NGESREP TIMUR V NO.1 , SUMURBOTO, KEC. BANYUMANIK, KOTA SEMARANG, JAWA TENGAH 50275,INDONESIA",Sumurboto,Banyumanik,Ngesrep,1.30322E+16,"Saturday, May 6, 2023","Saturday, May 6, 2028","drg. Windriyatna,Sp.Pros",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,11-04-2022,33740300264,Aktif,ERSKIN CLINIC,JL. SAMBIROTO RAYA RT02/RW02 SEMARANG,Sambiroto,Tembalang,Kedungmundu,445.5/17/DPM-PTSP/IPMDS.17/III/2020,27/03/2020,27/03/2025,dr. Eta Septiani Maulidita,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,31-01-2023,33740300263,Aktif,KLINIK PRATAMA BENINGS (BENINGS KLINIK SEMARANG),"JL MAYJEND SUTOYO NO 59, PEKUNDEN SEMARANG TENGAH KOTA SEMARANG",Pekunden,Semarang Tengah,Miroto,2.20007E+15,13/06/2022,13/06/2027,dr. Olga Cantika Permata Intan,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,06-01-2024,33740300257,Aktif,KLINIK PRATAMA RUMAH MUJIZAT,JL. GAJAH MADA NO. 86 SEMARANG,Kembangsari,Semarang Tengah,Poncol,9.0223E+15,"Tuesday, January 10, 2023","Monday, January 10, 2028",dr. Edwin Sanjaya,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,22-01-2024,33740300262,Aktif,KLINIK PRATAMA SILOAM,"JL KARANGSARU 2, GANDEKPUSPO, SEMARANG TENGAH, SEMARANG 50136 JAWA TENGAH",Jagalan,Semarang Tengah,Miroto,8.0922E+15,14/09/2022,14/09/2027,dr. Sutrisno,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,12-01-2024,33740300269,Aktif,KLINIK TIRTA MEDICAL CENTRE SEMARANG,"JL. MAJAPAHIT NO.211B RT/RW. 07/06, KELURAHAN GEMAH, KEC. PEDURUNGAN, KOTA SEMARANG, PROVINSI JAWA TENGAH",,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,24-11-2021,33740300259,Aktif,KLINIK UTAMA MIRACLE AESTHETIC CLINIC,"JL. VETERAN NO. 29 A, KECAMATAN GAJAHMUNGKUR, KELURAHAN LEMPONGSARI, KOTA SEMARANG",Srondol Kulon,Banyumanik,Srondol,1.281E+16,"Thursday, July 21, 2022","Wednesday, July 21, 2027",dr. Aditya Retno Mayangsari,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,18-01-2024,33740300260,Aktif,MOIRA CLINIC,JL IMAM BONJOL NO 157 SEMARANG,Pendrikan Lor,Semarang Tengah,Poncol,1.21222E+16,"Tuesday, December 5, 2023","Tuesday, December 5, 2028",dr.Lysa Hardjono,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,17-03-2022,33740300261,Aktif,O-SMILE LASER DENTAL CENTRE,JALAN DIENG 11A,Gajahmungkur,Gajahmungkur,Pegandan,445.5/4/DPM-PTSP/IKSS.4/II/2019,26/02/2019,26/02/2024,"drg. Nicke Rizki Romadhani, SpKG",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,15-12-2023,33740300258,Aktif,PLASTHETIC CLINIC CABANG SEMARANG,"JL. PAPANDAYAN NO.33C, RT.005/RW.005, GAJAHMUNGKUR, KEC. GAJAHMUNGKUR, KOTA SEMARANG, JAWA TENGAH 50232",Gajahmungkur,Gajahmungkur,Pegandan,2.50123E+16,"Wednesday, August 9, 2023","Wednesday, August 9, 2028","dr.Gina Yunita Joice,SpBP",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,29-01-2024,33740300266,Aktif,KLINIK KECANTIKAN PRATAMA LARISSA TEMBALANG,JLN NGESREP TIMUR V NO 52 SUMURBOTO BANYUMANIK SEMARANG,Sumurboto,Banyumanik,Ngesrep,,,,,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,22-01-2024,33740300265,Aktif,KLINIK PRATAMA BETHESDA,"JL. SOMPOK LAMA NO.8, PETERONGAN, KEC. SEMARANG SEL., KOTA SEMARANG, JAWA TENGAH 50242",Peterongan,Semarang Selatan,Lamper Tengah,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,03-02-2024,33740300267,Aktif,KLINIK PRATAMA SUPER SKIN,"JALAN SULTAN AGUNG NO 105, KELURAHAN GAJAHMUNGKUR, KECAMATAN GAJAHMUNGKUR, KOTA SEMARANG, JAWA TENGAH",Gajahmungkur,Gajahmungkur,Pegandan,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,22-02-2024,33740300268,Aktif,KLINIK PRODIA HEALTHCARE,JL. JENDRAL SUDIRMAN NO. 121,,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,15-03-2023,1238826,Aktif,KLINIK YEHOVA SHALOM,JL KARIMATA NO 40 SEMARANG,,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,13-03-2024,33740300280,Aktif,KLINIK PRATAMA ATHENA,JL. IMAM BONJOL NO 177-178 KEL. PENDRIKAN KIDUL,,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300280,,,,,,,,,,,,,,,,,,,,,,,,,
272,09-02-2024,33740300271,Aktif,KLINIK PRO MEDICAL CENTER,"JL. SURATMO NO.319B, MANYARAN SEMARANG BARAT, KOTA SEMARANG",,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300271,,,,,,,,,,,,,,,,,,,,,,,,,
273,20-02-2024,33740300273,Aktif,LONDON BEAUTY CENTER (LBC),"JL.BRIGJEND KATAMSO NO.2A, KARANGTURI",,,,,,,,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300273,,,,,,,,,,,,,,,,,,,,,,,,,
274,21-11-2023,33740300272,Aktif,AESTHETIC DENTAL CLINIC,JALAN FATMAWATI RAYA NO 18. SENDANGMULYO. KOTA SEMARANG,,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300272,,,,,,,,,,,,,,,,,,,,,,,,,
275,28-07-2023,33740300270,Aktif,KLINIK GIGI UTAMA DENTFAM,JL. SEROJA 1 NO. 8,,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300270,,,,,,,,,,,,,,,,,,,,,,,,,
276,14-03-2024,33740300275,Aktif,KLINIK UTAMA DERMALUXE,JL. SEROJA DALAM 2B KEL. KARANG KIDUL -KEC.SEMARANG TENGAH - KOTA SEMARANG,,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300275,,,,,,,,,,,,,,,,,,,,,,,,,
277,24-08-2022,33740300274,Aktif,YBE BRIGHT BEAUTY CLINIC,"RUKO EMERALD GREEN NO. 9A BSB CITY, JATIBARANG, MIJEN, KOTA SEMARANG",,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300274,,,,,,,,,,,,,,,,,,,,,,,,,
278,04-03-2024,33740300279,Aktif,KLINIK GIGI MY DENTIST PURI,JL. ANJASMORO RAYA NO. 4,,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300279,,,,,,,,,,,,,,,,,,,,,,,,,
279,04-03-2024,33740300276,Aktif,KLINIK GIGI MY DENTIST WONODRI,JL. WONODRI SENDANG RAYA NO 15 E,,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300276,,,,,,,,,,,,,,,,,,,,,,,,,
280,04-03-2024,33740300277,Aktif,KLINIK GIGI MY DENTIST BANYUMANIK,JL. JATI RAYA NO 2 A,,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Masyarakat/Swasta,Tidak,,33740300277,,,,,,,,,,,,,,,,,,,,,,,,,
